Degree,Field_of_Study,University_GPA,Certifications,Internships_Completed,Job_Role
B.Tech,AI & Machine Learning,7.38,CPA,2,Full Stack Developer
BBA,Marketing,9.48,React,1,Business Analyst
B.Tech,Biomedical Engineering,8.59,Six Sigma,3,Biomedical Engineer
BBA,Hospitality Management,9.55,Scrum Master,0,Hotel Manager
B.A,Education,9.53,Java,0,Content Writer
B.Des,Game Design,8.41,CPA,0,Product Designer
MBA,Retail Management (Advanced),6.79,AutoCAD,1,Agri-Business Manager
M.Tech,Biotechnology (Masters),7.54,AWS,0,VLSI Architect
BBA,Aviation Management,9.12,AWS,2,Hotel Manager
B.A,English,7.99,Six Sigma,0,Policy Analyst
B.Tech,Food Technology,7.06,Scrum Master,2,Automotive Design Engineer
B.Des,UI/UX Design,9.35,Scrum Master,2,UI/UX Designer
,Food Technology,7.54,C++,0,Biomedical Engineer
B.Tech,Robotics & Automation,7.99,None,0,Automotive Design Engineer
M.Sc,Electronics (M.Sc),8.61,CPA,1,Data Engineer
BBA,Digital Marketing,8.98,Scrum Master,0,Marketing Executive
B.Tech,Mechatronics Engineering,7.51,Scrum Master,2,Automotive Design Engineer
M.Tech,Information Technology (Masters),7.48,AutoCAD,2,VLSI Architect
B.A,History,7.28,React,3,Policy Analyst
B.Com,Accounting & Finance,7.38,Scrum Master,3,Tax Consultant
BBA,Finance,6.26,Six Sigma,3,Sales Manager
M.Tech,Computer Science Engineering (Masters),8.54,CPA,3,Senior Data Scientist
B.Com,Financial Markets,6.11,None,0,Bank Officer
M.Tech,Information Technology (Masters),9.03,Python,2,R&D Engineer
MBA,Human Resource (Advanced),8.45,AutoCAD,0,Product Manager
BBA,Travel & Tourism,7.42,Python,1,Aviation Operations Manager
B.Tech,Chemical Engineering,7.69,React,0,Process Engineer
M.Sc,Data Science (M.Sc),8.11,React,2,Data Engineer
BBA,Operations Management,9.55,None,1,Business Analyst
M.Sc,Computer Science (M.Sc),6.87,AutoCAD,1,Statistician
M.Sc,Biotechnology (M.Sc),8.1,Python,3,Data Engineer
B.Tech,Aeronautical Engineering,9.31,Java,3,Robotics Engineer
MBA,Retail Management (Advanced),7.13,React,0,Portfolio Manager
M.Tech,Embedded Systems,6.37,None,1,Robotics System Architect
B.Des,Animation & Multimedia,9.47,Java,1,UI/UX Designer
B.Tech,Computer Science Engineering,7.08,AutoCAD,2,Full Stack Developer
B.Com,Business Analytics,6.57,Six Sigma,3,Bank Officer
B.Tech,AI & Data Science,6.56,Java,1,System Engineer
MBA,Aviation Management (Advanced),9.88,AWS,2,Supply Chain Manager
M.Sc,Microbiology (M.Sc),8.24,AWS,0,Data Engineer
M.Sc,Electronics (M.Sc),9.57,React,1,Senior Researcher
B.Des,Fashion Design,9.66,Python,0,UI/UX Designer
B.Com,Taxation,7.0,None,0,Tax Consultant
BBA,Human Resource Management,9.01,Six Sigma,3,Business Analyst
B.Tech,Data Science,7.09,Python,1,Full Stack Developer
M.Tech,Cybersecurity (Masters),9.79,CPA,0,R&D Engineer
B.A,Education,7.23,CPA,0,Policy Analyst
M.Tech,Data Science (Masters),6.91,Python,1,Robotics System Architect
M.Sc,Environmental Science (M.Sc),8.95,Scrum Master,0,Data Engineer
M.Sc,Environmental Science (M.Sc),6.29,Scrum Master,1,Statistician
B.Com,International Business,8.95,CPA,2,Financial Auditor
B.Des,Textile Design,7.07,Python,3,Fashion Stylist
B.A,English,9.44,Six Sigma,3,Content Writer
B.A,Tamil,8.76,React,0,Psychologist
M.Tech,Embedded Systems,9.12,CPA,1,R&D Engineer
B.Com,Financial Markets,8.16,React,0,Financial Auditor
B.Tech,Cybersecurity,9.38,CPA,0,AI Engineer
B.A,Economics,6.84,AutoCAD,3,Social Worker
B.Com,Auditing,7.45,Six Sigma,0,Tax Consultant
M.Sc,Computer Science (M.Sc),6.67,Six Sigma,2,Statistician
M.Sc,Electronics (M.Sc),6.68,Six Sigma,3,Statistician
B.Tech,Chemical Engineering,6.85,AWS,2,Site Supervisor
B.Tech,Food Technology,8.27,None,1,Biomedical Engineer
B.Sc,Environmental Science,8.23,AutoCAD,0,Microbiologist
BBA,Human Resource Management,8.87,React,1,Marketing Executive
B.A,Education,7.71,AutoCAD,3,Policy Analyst
B.Tech,Electronics & Communication Engineering,6.47,AWS,0,Maintenance Engineer
M.Sc,Physics (M.Sc),8.99,Java,3,Data Engineer
,Performing Arts,8.56,React,0,Journalist
M.Sc,Mathematics (M.Sc),7.86,AutoCAD,1,Clinical Psychologist
B.Tech,Civil Engineering,7.97,Python,1,Process Engineer
BBA,Healthcare Management,6.56,AWS,3,Relationship Manager
B.A,English,7.79,AWS,3,Policy Analyst
B.Com,Banking & Insurance,9.52,CPA,1,Chartered Accountant
B.Tech,Data Science,6.08,Java,0,System Engineer
MBA,Agri-Business Management,9.52,CPA,3,Supply Chain Manager
B.Des,Product Design,6.2,Python,1,Interior Architect
MBA,Hospitality & Tourism (Advanced),9.7,None,2,Supply Chain Manager
B.Sc,Statistics,6.09,None,1,Forensic Expert
M.Tech,Mechanical Design,8.57,None,3,Senior Data Scientist
B.Des,Jewellery Design,9.08,Java,3,UI/UX Designer
M.Tech,Thermal Engineering,7.87,CPA,0,VLSI Architect
BBA,Hospitality Management,8.06,AutoCAD,0,Retail Store Manager
M.Tech,Mechanical Design,9.35,Python,2,R&D Engineer
M.Sc,Forensic Science (M.Sc),6.57,Scrum Master,3,Statistician
M.Tech,Robotics,6.16,None,2,Robotics System Architect
B.Tech,Electrical Engineering,8.13,AWS,3,Embedded Systems Engineer
B.Sc,Agriculture,6.45,CPA,0,Registered Nurse
M.Tech,Power Systems,9.48,AutoCAD,2,R&D Engineer
M.Tech,Machine Learning,8.07,Java,1,Senior Data Scientist
B.Com,Financial Markets,7.62,React,3,Tax Consultant
B.Des,Fashion Design,6.64,Six Sigma,0,Interior Architect
B.Tech,Food Technology,6.06,None,2,Food Safety Officer
M.Sc,Computer Science (M.Sc),6.1,Six Sigma,3,Statistician
B.A,Tamil,6.81,AutoCAD,2,Social Worker
B.Sc,Electronics,9.35,Java,1,Software Developer
BBA,Operations Management,8.08,React,0,Marketing Executive
M.Tech,VLSI,6.79,Scrum Master,1,Robotics System Architect
B.Com,Taxation,9.43,AWS,0,Chartered Accountant
B.Tech,Mechanical Engineering,8.36,React,0,Structural Engineer
M.Sc,Data Science (M.Sc),8.92,CPA,0,Data Engineer
B.Sc,Environmental Science,6.63,Scrum Master,2,Registered Nurse
B.A,Education,9.53,React,3,Content Writer
B.Des,Industrial Design,8.44,None,1,Product Designer
MBA,Business Analytics (Advanced),6.19,None,2,Business Development Manager
B.Sc,Microbiology,8.15,Scrum Master,0,Microbiologist
B.Tech,Robotics & Automation,6.07,AutoCAD,3,Food Safety Officer
MBA,Logistics & Supply Chain (Advanced),6.07,React,3,Agri-Business Manager
B.Des,Textile Design,9.5,Java,3,UI/UX Designer
B.Com,Computer Applications,7.26,AWS,3,Tax Consultant
BBA,Marketing,9.44,Six Sigma,0,Business Analyst
M.Tech,Information Technology (Masters),6.34,React,3,Robotics System Architect
BBA,Digital Marketing,8.02,React,3,Marketing Executive
B.Tech,Environmental Engineering,9.34,CPA,1,Robotics Engineer
B.Sc,Nursing,6.4,CPA,0,Registered Nurse
B.Com,International Business,8.92,Java,2,Financial Auditor
MBA,Digital Marketing (Advanced),8.41,Six Sigma,3,Product Manager
M.Tech,Biotechnology (Masters),7.89,None,0,VLSI Architect
BBA,Human Resource Management,8.67,None,0,Marketing Executive
B.Sc,Artificial Intelligence,8.25,CPA,1,Lab Technician
M.Tech,Structural Engineering,9.26,AWS,0,R&D Engineer
,Power Systems,9.59,CFA,2,R&D Engineer
B.Sc,Environmental Science,6.18,Scrum Master,2,Registered Nurse
M.Tech,Mechanical Design,7.08,AutoCAD,3,VLSI Architect
BBA,Aviation Management,6.34,Scrum Master,1,Relationship Manager
BBA,Aviation Management,6.53,AutoCAD,3,Relationship Manager
MBA,Entrepreneurship (Advanced),8.8,React,3,Product Manager
B.Sc,Mathematics,7.85,Scrum Master,1,Data Analyst
BBA,Entrepreneurship,7.46,Java,2,HR Generalist
B.Sc,Agriculture,8.95,None,1,Microbiologist
B.Sc,Forensic Science,7.77,Six Sigma,2,Data Analyst
M.Sc,Statistics (M.Sc),9.73,Scrum Master,1,Senior Researcher
M.Tech,Machine Learning,9.86,Scrum Master,2,R&D Engineer
MBA,Aviation Management (Advanced),6.93,AutoCAD,2,Agri-Business Manager
B.Tech,Agriculture Engineering,9.21,Scrum Master,1,Robotics Engineer
B.Sc,Physics,6.21,None,1,Forensic Expert
B.Des,Animation & Multimedia,8.33,Six Sigma,3,Product Designer
M.Sc,Agriculture (M.Sc),6.79,AWS,2,Statistician
BBA,Travel & Tourism,7.77,AWS,2,Aviation Operations Manager
MBA,Finance (Advanced),6.56,AWS,2,Business Development Manager
B.Sc,Information Technology,9.68,Java,2,Software Developer
B.Sc,Physics,8.03,Six Sigma,3,Lab Technician
M.Tech,Environmental Engineering (Masters),6.67,Six Sigma,1,Robotics System Architect
B.Des,Graphic Design,6.21,AWS,0,Interior Architect
B.Des,Industrial Design,6.87,None,0,Interior Architect
B.Tech,AI & Data Science,6.94,AutoCAD,1,System Engineer
B.A,Economics,6.98,Python,3,Social Worker
B.Sc,Agriculture,7.52,Six Sigma,1,Dietician
B.Sc,Environmental Science,7.49,Scrum Master,2,Dietician
B.Sc,Environmental Science,6.92,CPA,1,Registered Nurse
B.A,Philosophy,8.08,Java,0,Psychologist
M.Tech,Transportation Engineering,8.45,AutoCAD,2,Senior Data Scientist
B.A,Hindi,8.01,Six Sigma,3,Psychologist
M.Sc,Mathematics (M.Sc),7.81,CPA,1,Clinical Psychologist
B.Des,Game Design,8.22,Java,1,Product Designer
MBA,Banking & Financial Services,6.29,CPA,0,Agri-Business Manager
B.Tech,Automobile Engineering,8.7,AWS,2,Biomedical Engineer
B.Tech,Petroleum Engineering,7.23,AWS,0,Automotive Design Engineer
B.Tech,Robotics & Automation,9.8,AutoCAD,0,Robotics Engineer
B.Des,Game Design,7.27,None,3,Fashion Stylist
B.A,Sanskrit,7.69,React,0,Policy Analyst
B.Des,Product Design,8.83,Python,1,Product Designer
M.Sc,Environmental Science (M.Sc),8.21,None,1,Data Engineer
M.Tech,Power Systems,9.81,AWS,0,R&D Engineer
B.Tech,Mechanical Engineering,9.47,AWS,1,Project Manager
B.Tech,Electronics & Communication Engineering,8.98,Java,3,Embedded Systems Engineer
B.Com,Business Analytics,7.23,AWS,3,Tax Consultant
MBA,Banking & Financial Services,8.93,Python,3,Hospital Administrator
M.Sc,Statistics (M.Sc),6.8,AWS,2,Statistician
MBA,Logistics & Supply Chain (Advanced),6.86,CPA,1,Agri-Business Manager
B.Tech,Biotechnology,9.44,React,0,Robotics Engineer
B.Tech,Computer Science Engineering,9.29,None,3,AI Engineer
M.Sc,Electronics (M.Sc),7.8,CPA,2,Clinical Psychologist
M.Tech,Manufacturing Engineering,8.87,Python,1,Senior Data Scientist
B.A,Tamil,7.52,Six Sigma,0,Policy Analyst
B.A,Sociology,7.03,CPA,1,Policy Analyst
MBA,Aviation Management (Advanced),7.06,Python,2,Portfolio Manager
B.Sc,Statistics,6.93,Java,2,Forensic Expert
MBA,Hospitality & Tourism (Advanced),9.83,AutoCAD,3,Supply Chain Manager
MBA,IT Management,7.62,React,1,HR Director
M.Sc,Psychology (M.Sc),9.86,Python,3,Senior Researcher
M.Tech,VLSI,9.14,CPA,2,R&D Engineer
B.Tech,Petroleum Engineering,6.01,Six Sigma,0,Food Safety Officer
B.Tech,Electronics & Communication Engineering,9.85,CPA,3,VLSI Design Engineer
B.Sc,Data Science,6.26,Java,1,Forensic Expert
M.Sc,Psychology (M.Sc),8.46,CPA,2,Data Engineer
M.Tech,Thermal Engineering,8.53,AWS,1,Senior Data Scientist
B.Des,UI/UX Design,7.81,AutoCAD,0,Fashion Stylist
B.A,History,8.91,AutoCAD,1,Psychologist
B.Tech,Mechanical Engineering,7.46,Java,0,Process Engineer
M.Sc,Biotechnology (M.Sc),6.94,Six Sigma,2,Statistician
M.Sc,Psychology (M.Sc),8.62,Java,2,Data Engineer
B.Sc,Electronics,9.54,CPA,2,Software Developer
B.Des,Textile Design,7.66,AutoCAD,0,Fashion Stylist
B.Tech,Electrical & Electronics Engineering,9.35,None,3,VLSI Design Engineer
M.Sc,Physics (M.Sc),6.87,AWS,0,Statistician
BBA,Finance,8.93,React,1,Marketing Executive
B.Com,Auditing,7.3,Scrum Master,1,Tax Consultant
B.Des,Graphic Design,7.14,React,3,Fashion Stylist
B.Sc,Environmental Science,6.01,React,3,Registered Nurse
B.Tech,Petroleum Engineering,7.81,Scrum Master,3,Automotive Design Engineer
B.Tech,Computer Science Engineering,8.52,AutoCAD,0,Data Scientist
B.Tech,Mechanical Engineering,6.01,Six Sigma,2,Site Supervisor
M.Sc,Statistics (M.Sc),9.85,Python,2,Senior Researcher
M.Tech,Data Science (Masters),8.3,Python,2,Senior Data Scientist
M.Tech,Robotics,7.47,None,2,VLSI Architect
M.Sc,Chemistry (M.Sc),8.88,CPA,0,Data Engineer
M.Sc,Computer Science (M.Sc),6.91,React,1,Statistician
B.Com,Banking & Insurance,9.72,AutoCAD,2,Chartered Accountant
B.Tech,Biotechnology,7.18,CPA,1,Automotive Design Engineer
BBA,Aviation Management,9.89,Python,2,Hotel Manager
M.Sc,Artificial Intelligence (M.Sc),7.19,AutoCAD,1,Clinical Psychologist
B.A,Fine Arts,9.19,AWS,1,Journalist
M.Sc,Physics (M.Sc),7.51,React,2,Clinical Psychologist
B.Des,Communication Design,8.87,AutoCAD,1,Product Designer
B.Com,Corporate Secretaryship,7.5,Six Sigma,1,Tax Consultant
B.Sc,Environmental Science,9.11,Six Sigma,2,Clinical Research Associate
B.Tech,AI & Machine Learning,6.29,Scrum Master,0,System Engineer
M.Sc,Chemistry (M.Sc),7.01,React,3,Clinical Psychologist
B.Tech,Textile Engineering,8.94,CPA,0,Biomedical Engineer
M.Sc,Biotechnology (M.Sc),7.54,Scrum Master,3,Clinical Psychologist
MBA,Business Analytics (Advanced),6.68,AutoCAD,2,Business Development Manager
B.Tech,Instrumentation Engineering,8.36,Six Sigma,1,Embedded Systems Engineer
MBA,Business Analytics (Advanced),7.7,None,2,HR Director
M.Tech,Data Science (Masters),8.59,None,1,Senior Data Scientist
B.Com,Economics,6.47,React,3,Bank Officer
B.Des,Product Design,7.61,AutoCAD,0,Fashion Stylist
B.A,Fine Arts,7.63,Six Sigma,2,Art Director
B.A,Philosophy,8.17,CPA,3,Psychologist
B.Tech,Cybersecurity,9.26,AutoCAD,3,AI Engineer
B.Tech,Information Technology,6.23,AWS,2,System Engineer
B.Tech,Information Technology,8.21,AWS,2,Data Scientist
B.Tech,Information Technology,8.67,Java,1,Data Scientist
M.Sc,Environmental Science (M.Sc),9.15,AutoCAD,2,Senior Researcher
B.A,Hindi,6.55,Python,1,Social Worker
B.A,Public Administration,7.59,None,1,Art Director
MBA,Banking & Financial Services,7.12,Python,1,Portfolio Manager
M.Sc,Information Technology (M.Sc),7.57,React,1,Clinical Psychologist
B.Tech,Food Technology,8.17,Scrum Master,3,Biomedical Engineer
MBA,Business Analytics (Advanced),8.96,CPA,2,Product Manager
M.Tech,VLSI,7.88,React,0,VLSI Architect
B.Sc,Agriculture,9.69,Six Sigma,3,Clinical Research Associate
B.Tech,AI & Data Science,7.77,Scrum Master,2,Full Stack Developer
B.Sc,Computer Science,7.7,CPA,3,Data Analyst
B.Tech,Production Engineering,9.44,None,1,Project Manager
B.A,Journalism & Mass Communication,7.82,CPA,0,Art Director
M.Tech,Computer Science Engineering (Masters),9.82,Python,1,R&D Engineer
B.Tech,Metallurgical Engineering,8.57,Six Sigma,3,Structural Engineer
BBA,Logistics & Supply Chain,8.65,AWS,2,Marketing Executive
M.Tech,Manufacturing Engineering,8.28,Scrum Master,3,Senior Data Scientist
BBA,International Business,8.01,CPA,0,Marketing Executive
M.Tech,Mechanical Design,6.55,React,1,Robotics System Architect
B.Sc,Mathematics,9.4,Scrum Master,0,Software Developer
B.Tech,Mining Engineering,8.45,Scrum Master,0,Structural Engineer
BBA,Aviation Management,8.92,Java,0,Retail Store Manager
B.Tech,AI & Machine Learning,6.97,Six Sigma,1,System Engineer
M.Tech,Biotechnology (Masters),7.49,Scrum Master,1,VLSI Architect
M.Tech,Power Systems,7.08,AWS,0,VLSI Architect
BBA,Finance,6.36,Six Sigma,2,Sales Manager
MBA,Entrepreneurship (Advanced),8.9,AWS,0,Product Manager
BBA,Aviation Management,7.61,Python,1,Aviation Operations Manager
MBA,Banking & Financial Services,9.2,Six Sigma,2,Supply Chain Manager
MBA,Aviation Management (Advanced),8.57,CPA,3,Hospital Administrator
B.Tech,Food Technology,8.17,AWS,1,Biomedical Engineer
B.Tech,Information Technology,7.95,CPA,1,Full Stack Developer
M.Sc,Chemistry (M.Sc),6.13,Scrum Master,0,Statistician
B.Com,Banking & Insurance,6.97,Six Sigma,3,Bank Officer
MBA,Agri-Business Management,8.39,None,1,Hospital Administrator
B.Sc,Chemistry,6.31,AWS,0,Forensic Expert
B.Sc,Environmental Science,9.18,React,1,Clinical Research Associate
B.Tech,AI & Data Science,6.54,Six Sigma,2,System Engineer
B.Sc,Mathematics,9.24,React,3,Software Developer
M.Tech,Cybersecurity (Masters),7.16,AWS,2,VLSI Architect
BBA,Healthcare Management,6.77,Java,2,Relationship Manager
B.A,Sanskrit,8.58,AWS,2,Psychologist
BBA,Travel & Tourism,9.69,AutoCAD,0,Hotel Manager
M.Sc,Computer Science (M.Sc),6.4,Six Sigma,1,Statistician
BBA,Digital Marketing,9.17,Scrum Master,2,Business Analyst
M.Tech,Transportation Engineering,7.1,AutoCAD,0,VLSI Architect
B.Com,International Business,6.26,Java,2,Bank Officer
B.Sc,Microbiology,8.56,Python,3,Microbiologist
BBA,Digital Marketing,7.63,Python,1,HR Generalist
B.A,Philosophy,6.56,Six Sigma,3,Social Worker
B.Com,Economics,6.52,Six Sigma,0,Bank Officer
B.Tech,Electronics & Communication Engineering,8.82,Python,0,Embedded Systems Engineer
B.Tech,Food Technology,6.81,Python,2,Food Safety Officer
B.Com,Auditing,6.63,AWS,1,Bank Officer
B.Tech,Environmental Engineering,6.71,Python,0,Food Safety Officer
MBA,Aviation Management (Advanced),9.4,Java,0,Supply Chain Manager
B.Sc,Forensic Science,7.57,Java,2,Data Analyst
BBA,Aviation Management,6.48,CPA,0,Relationship Manager
B.Des,Product Design,8.23,Java,1,Product Designer
B.Tech,Civil Engineering,7.73,CPA,0,Process Engineer
BBA,Entrepreneurship,9.89,Scrum Master,3,Business Analyst
B.Sc,Statistics,7.45,Scrum Master,2,Data Analyst
MBA,Hospitality & Tourism (Advanced),9.78,AutoCAD,0,Supply Chain Manager
B.Tech,Information Technology,7.22,AWS,2,Full Stack Developer
B.Tech,Instrumentation Engineering,8.13,Java,3,Embedded Systems Engineer
M.Sc,Psychology (M.Sc),8.22,AWS,3,Data Engineer
B.Sc,Mathematics,7.08,CPA,0,Data Analyst
B.Tech,Chemical Engineering,6.09,Java,2,Site Supervisor
B.Tech,Aerospace Engineering,8.96,React,1,Biomedical Engineer
M.Sc,Microbiology (M.Sc),6.49,CPA,1,Statistician
B.Sc,Artificial Intelligence,6.76,React,1,Forensic Expert
B.Tech,Food Technology,8.58,Scrum Master,1,Biomedical Engineer
B.A,Tamil,9.42,React,2,Content Writer
B.Des,Game Design,9.85,React,2,UI/UX Designer
B.Tech,Production Engineering,7.07,Java,2,Process Engineer
B.Des,Animation & Multimedia,9.03,Six Sigma,0,UI/UX Designer
B.Sc,Data Science,8.45,React,3,Lab Technician
M.Tech,Biotechnology (Masters),6.07,Java,2,Robotics System Architect
B.A,Political Science,6.61,AWS,2,Social Worker
B.Tech,Robotics & Automation,9.74,AWS,0,Robotics Engineer
B.Com,Corporate Secretaryship,8.53,Scrum Master,3,Financial Auditor
B.A,History,6.35,Six Sigma,3,Social Worker
BBA,Human Resource Management,8.74,AutoCAD,2,Marketing Executive
MBA,Business Analytics (Advanced),7.58,Java,1,HR Director
M.Sc,Agriculture (M.Sc),8.51,Java,3,Data Engineer
MBA,IT Management,9.49,Scrum Master,2,Investment Banker
B.Tech,Electrical & Electronics Engineering,8.76,Java,3,Embedded Systems Engineer
M.Sc,Psychology (M.Sc),7.34,AWS,3,Clinical Psychologist
M.Sc,Physics (M.Sc),8.62,AutoCAD,0,Data Engineer
B.Tech,Aeronautical Engineering,8.02,None,1,Biomedical Engineer
BBA,Banking & Insurance,6.69,Python,1,Relationship Manager
B.A,Tamil,8.25,Java,3,Psychologist
B.Des,Industrial Design,8.25,Six Sigma,2,Product Designer
B.Tech,Data Science,7.05,CPA,0,Full Stack Developer
B.Com,Corporate Secretaryship,6.92,React,0,Bank Officer
B.Sc,Fashion Design,9.84,AWS,2,Clinical Research Associate
B.A,Journalism & Mass Communication,8.08,Python,0,Public Relations Officer
M.Tech,Structural Engineering,9.17,React,1,R&D Engineer
B.A,Economics,7.93,AWS,2,Policy Analyst
B.Tech,Electronics & Communication Engineering,7.68,Java,2,Control Systems Engineer
B.Com,Taxation,9.65,None,3,Chartered Accountant
M.Tech,Artificial Intelligence (Masters),8.06,Java,1,Senior Data Scientist
B.A,Education,7.77,Python,0,Policy Analyst
B.Tech,Mechatronics Engineering,9.44,AutoCAD,1,Robotics Engineer
BBA,Finance,7.1,CPA,3,HR Generalist
MBA,Human Resource (Advanced),6.15,AWS,2,Business Development Manager
B.Com,Computer Applications,8.13,AWS,1,Financial Auditor
M.Sc,Microbiology (M.Sc),7.48,Python,0,Clinical Psychologist
B.Sc,Information Technology,8.67,AutoCAD,1,Lab Technician
B.Sc,Fashion Design,9.15,React,0,Clinical Research Associate
M.Tech,Structural Engineering,7.17,React,3,VLSI Architect
B.Tech,Petroleum Engineering,7.46,Java,1,Automotive Design Engineer
M.Tech,Computer Science Engineering (Masters),6.71,AWS,1,Robotics System Architect
MBA,Operations Management (Advanced),6.48,React,0,Business Development Manager
B.Com,Taxation,9.21,Six Sigma,0,Chartered Accountant
BBA,Finance,8.44,Python,1,Marketing Executive
MBA,Aviation Management (Advanced),8.73,AWS,3,Hospital Administrator
B.Tech,Mining Engineering,7.47,Six Sigma,0,Process Engineer
B.Com,Computer Applications,7.6,AWS,3,Tax Consultant
B.Com,Corporate Secretaryship,8.06,AutoCAD,3,Financial Auditor
B.A,Performing Arts,6.62,Six Sigma,2,Media Planner
B.Des,Fashion Design,7.13,Scrum Master,3,Fashion Stylist
M.Tech,Machine Learning,6.79,React,1,Robotics System Architect
